Time,Velocity,Acceleration,Altitude,Thrust
10.67,20.29531437,-3.806684408,124.95093,14.5
10.68,20.25726454,-3.804982783,125.020279,14.5
10.69,20.21923169,-3.803285104,125.0894978,14.5
10.7,20.18121578,-3.801591366,125.1585867,14.5
10.71,20.14321676,-3.799901564,125.2275455,14.5
10.72,20.10523461,-3.798215691,125.2963744,14.5
10.73,20.06726927,-3.79653374,125.3650734,14.5
10.74,20.02932071,-3.794855708,125.4336427,14.5
10.75,19.9913889,-3.793181586,125.5020821,14.5
10.76,19.95347378,-3.791511369,125.5703918,14.5
10.77,19.91557533,-3.789845052,125.6385719,14.5
10.78,19.87769351,-3.788182629,125.7066224,14.5
10.79,19.83982826,-3.786524093,125.7745434,14.5
10.8,19.80197957,-3.784869439,125.8423349,14.5
10.81,19.76414738,-3.783218661,125.9099969,14.5
10.82,19.72633167,-3.781571753,125.9775296,14.5
10.83,19.68853238,-3.77992871,126.044933,14.5
10.84,19.65074948,-3.778289525,126.1122072,14.5
10.85,19.61298294,-3.776654193,126.1793521,14.5
10.86,19.57523272,-3.775022707,126.2463679,14.5
10.87,19.53749876,-3.773395064,126.3132546,14.5
10.88,19.49978105,-3.771771255,126.3800123,14.5
10.89,19.46207954,-3.770151277,126.446641,14.5
10.9,19.42439419,-3.768535123,126.5131408,14.5
10.91,19.38672496,-3.766922787,126.5795117,14.5
10.92,19.34907182,-3.765314264,126.6457538,14.5
10.93,19.31143472,-3.763709549,126.7118672,14.5
10.94,19.27381364,-3.762108635,126.7778518,14.5
10.95,19.23620852,-3.760511517,126.8437078,14.5
10.96,19.19861934,-3.75891819,126.9094353,14.5
10.97,19.16104605,-3.757328647,126.9750342,14.5
10.98,19.12348862,-3.755742884,127.0405046,14.5
10.99,19.08594701,-3.754160895,127.1058466,14.5
11,19.04842119,-3.752582674,127.1710602,14.5
11.01,19.01091111,-3.751008216,127.2361455,14.5
11.02,18.97341673,-3.749437515,127.3011025,14.5
11.03,18.93593802,-3.747870566,127.3659313,14.5
11.04,18.89847495,-3.746307363,127.430632,14.5
11.05,18.86102747,-3.744747901,127.4952045,14.5
11.06,18.82359555,-3.743192175,127.559649,14.5
11.07,18.78617915,-3.741640179,127.6239655,14.5
11.08,18.74877823,-3.740091907,127.6881541,14.5
11.09,18.71139276,-3.738547356,127.7522147,14.5
11.1,18.67402269,-3.737006518,127.8161476,14.5
11.11,18.636668,-3.735469388,127.8799526,14.5
11.12,18.59932864,-3.733935962,127.9436299,14.5
11.13,18.56200457,-3.732406235,128.0071795,14.5
11.14,18.52469577,-3.7308802,128.0706015,14.5
11.15,18.48740219,-3.729357852,128.1338959,14.5
11.16,18.4501238,-3.727839187,128.1970628,14.5
11.17,18.41286056,-3.726324198,128.2601022,14.5
11.18,18.37561243,-3.724812882,128.3230142,14.5
11.19,18.33837938,-3.723305232,128.3857989,14.5
11.2,18.30116137,-3.721801243,128.4484562,14.5
11.21,18.26395836,-3.72030091,128.5109862,14.5
11.22,18.22677032,-3.718804229,128.573389,14.5
11.23,18.1895972,-3.717311193,128.6356647,14.5
11.24,18.15243899,-3.715821798,128.6978132,14.5
11.25,18.11529563,-3.714336039,128.7598347,14.5
11.26,18.07816709,-3.71285391,128.8217292,14.5
11.27,18.04105333,-3.711375407,128.8834967,14.5
11.28,18.00395433,-3.709900524,128.9451373,14.5
11.29,17.96687003,-3.708429256,129.006651,14.5
11.3,17.92980042,-3.706961599,129.0680379,14.5
11.31,17.89274544,-3.705497546,129.1292981,14.5
11.32,17.85570507,-3.704037094,129.1904315,14.5
11.33,17.81867927,-3.702580237,129.2514383,14.5
11.34,17.781668,-3.701126971,129.3123185,14.5
11.35,17.74467123,-3.69967729,129.3730721,14.5
11.36,17.70768891,-3.698231189,129.4336992,14.5
11.37,17.67072103,-3.696788663,129.4941999,14.5
11.38,17.63376753,-3.695349708,129.5545741,14.5
11.39,17.59682839,-3.693914318,129.614822,14.5
11.4,17.55990356,-3.692482489,129.6749435,14.5
11.41,17.52299302,-3.691054216,129.7349388,14.5
11.42,17.48609673,-3.689629494,129.7948079,14.5
11.43,17.44921464,-3.688208318,129.8545508,14.5
11.44,17.41234674,-3.686790683,129.9141676,14.5
11.45,17.37549297,-3.685376585,129.9736583,14.5
11.46,17.33865331,-3.683966018,130.0330229,14.5
11.47,17.30182772,-3.682558978,130.0922617,14.5
11.48,17.26501617,-3.68115546,130.1513744,14.5
11.49,17.22821861,-3.679755459,130.2103613,14.5
11.5,17.19143502,-3.678358971,130.2692224,14.5
11.51,17.15466536,-3.676965991,130.3279577,14.5
11.52,17.1179096,-3.675576514,130.3865673,14.5
11.53,17.08116769,-3.674190536,130.4450511,14.5
11.54,17.04443961,-3.672808051,130.5034094,14.5
11.55,17.00772532,-3.671429055,130.561642,14.5
11.56,16.97102478,-3.670053544,130.6197491,14.5
11.57,16.93433797,-3.668681512,130.6777307,14.5
11.58,16.89766484,-3.667312955,130.7355868,14.5
11.59,16.86100536,-3.665947869,130.7933175,14.5
11.6,16.8243595,-3.664586249,130.8509229,14.5
11.61,16.78772722,-3.663228091,130.9084029,14.5
11.62,16.75110848,-3.661873389,130.9657577,14.5
11.63,16.71450326,-3.660522139,131.0229873,14.5
11.64,16.67791152,-3.659174337,131.0800917,14.5
11.65,16.64133322,-3.657829978,131.137071,14.5
11.66,16.60476833,-3.656489058,131.1939251,14.5
11.67,16.56821681,-3.655151571,131.2506543,14.5
11.68,16.53167864,-3.653817515,131.3072584,14.5
11.69,16.49515377,-3.652486883,131.3637376,14.5
11.7,16.45864217,-3.651159672,131.420092,14.5
11.71,16.42214381,-3.649835878,131.4763214,14.5
11.72,16.38565866,-3.648515495,131.5324261,14.5
11.73,16.34918667,-3.64719852,131.5884059,14.5
11.74,16.31272782,-3.645884947,131.6442611,14.5
11.75,16.27628208,-3.644574773,131.6999916,14.5
11.76,16.2398494,-3.643267994,131.7555975,14.5
11.77,16.20342975,-3.641964604,131.8110787,14.5
11.78,16.1670231,-3.6406646,131.8664355,14.5
11.79,16.13062942,-3.639367977,131.9216677,14.5
11.8,16.09424868,-3.63807473,131.9767755,14.5
11.81,16.05788083,-3.636784856,132.0317589,14.5
11.82,16.02152584,-3.635498351,132.0866179,14.5
11.83,15.98518369,-3.634215209,132.1413526,14.5
11.84,15.94885434,-3.632935427,132.195963,14.5
11.85,15.91253775,-3.631659001,132.2504492,14.5
11.86,15.87623389,-3.630385925,132.3048112,14.5
11.87,15.83994273,-3.629116197,132.359049,14.5
11.88,15.80366423,-3.627849811,132.4131628,14.5
11.89,15.76739836,-3.626586764,132.4671525,14.5
11.9,15.73114509,-3.625327051,132.5210182,14.5
11.91,15.69490438,-3.624070668,132.5747599,14.5
11.92,15.65867621,-3.622817611,132.6283777,14.5
11.93,15.62246053,-3.621567876,132.6818716,14.5
11.94,15.58625731,-3.620321459,132.7352416,14.5
11.95,15.55006653,-3.619078355,132.7884879,14.5
11.96,15.51388815,-3.617838561,132.8416104,14.5
11.97,15.47772213,-3.616602072,132.8946091,14.5
11.98,15.44156844,-3.615368884,132.9474842,14.5
11.99,15.40542705,-3.614138993,133.0002357,14.5
12,15.36929792,-3.612912396,133.0528636,14.5
12.01,15.33318103,-3.611689088,133.1053679,14.5
12.02,15.29707634,-3.610469064,133.1577487,14.5
12.03,15.26098382,-3.609252322,133.2100061,14.5
12.04,15.22490343,-3.608038857,133.26214,14.5
12.05,15.18883514,-3.606828665,133.3141506,14.5
12.06,15.15277892,-3.605621741,133.3660378,14.5
12.07,15.11673474,-3.604418083,133.4178017,14.5
12.08,15.08070257,-3.603217686,133.4694424,14.5
12.09,15.04468236,-3.602020546,133.5209598,14.5
12.1,15.0086741,-3.600826659,133.5723541,14.5
12.11,14.97267773,-3.599636022,133.6236252,14.5
12.12,14.93669325,-3.59844863,133.6747733,14.5
12.13,14.9007206,-3.597264479,133.7257982,14.5
12.14,14.86475977,-3.596083567,133.7767002,14.5
12.15,14.82881071,-3.594905887,133.8274792,14.5
12.16,14.79287339,-3.593731438,133.8781353,14.5
12.17,14.75694779,-3.592560215,133.9286684,14.5
12.18,14.72103387,-3.591392214,133.9790788,14.5
12.19,14.6851316,-3.590227431,134.0293663,14.5
12.2,14.64924094,-3.589065863,134.079531,14.5
12.21,14.61336186,-3.587907506,134.129573,14.5
12.22,14.57749434,-3.586752355,134.1794923,14.5
12.23,14.54163834,-3.585600408,134.2292889,14.5
12.24,14.50579382,-3.584451661,134.278963,14.5
12.25,14.46996076,-3.583306109,134.3285144,14.5
12.26,14.43413912,-3.582163749,134.3779434,14.5
12.27,14.39832887,-3.581024577,134.4272498,14.5
12.28,14.36252999,-3.57988859,134.4764338,14.5
12.29,14.32674243,-3.578755783,134.5254953,14.5
12.3,14.29096617,-3.577626154,134.5744345,14.5
12.31,14.25520117,-3.576499698,134.6232513,14.5
12.32,14.21944741,-3.575376412,134.6719458,14.5
12.33,14.18370484,-3.574256292,134.7205181,14.5
12.34,14.14797345,-3.573139335,134.7689681,14.5
12.35,14.1122532,-3.572025537,134.8172959,14.5
12.36,14.07654405,-3.570914894,134.8655016,14.5
12.37,14.04084597,-3.569807402,134.9135852,14.5
12.38,14.00515894,-3.568703059,134.9615467,14.5
12.39,13.96948292,-3.56760186,135.0093861,14.5
12.4,13.93381789,-3.566503802,135.0571036,14.5
12.41,13.8981638,-3.565408882,135.1046991,14.5
12.42,13.86252063,-3.564317095,135.1521726,14.5
12.43,13.82688834,-3.563228439,135.1995243,14.5
12.44,13.79126691,-3.562142909,135.2467541,14.5
12.45,13.75565631,-3.561060503,135.2938621,14.5
12.46,13.7200565,-3.559981216,135.3408484,14.5
12.47,13.68446745,-3.558905046,135.3877129,14.5
12.48,13.64888913,-3.557831988,135.4344557,14.5
12.49,13.6133215,-3.55676204,135.4810768,14.5
12.5,13.57776455,-3.555695198,135.5275763,14.5
12.51,13.54221824,-3.554631458,135.5739542,14.5
12.52,13.50668253,-3.553570817,135.6202105,14.5
12.53,13.4711574,-3.552513272,135.6663454,14.5
12.54,13.43564281,-3.551458819,135.7123587,14.5
12.55,13.40013873,-3.550407455,135.7582506,14.5
12.56,13.36464514,-3.549359177,135.8040211,14.5
12.57,13.329162,-3.54831398,135.8496702,14.5
12.58,13.29368928,-3.547271862,135.8951979,14.5
12.59,13.25822696,-3.546232819,135.9406044,14.5
12.6,13.22277499,-3.545196849,135.9858895,14.5
12.61,13.18733335,-3.544163947,136.0310535,14.5
12.62,13.15190201,-3.54313411,136.0760962,14.5
12.63,13.11648093,-3.542107336,136.1210178,14.5
12.64,13.0810701,-3.54108362,136.1658183,14.5
12.65,13.04566947,-3.54006296,136.2104976,14.5
12.66,13.01027901,-3.539045352,136.2550559,14.5
12.67,12.97489871,-3.538030793,136.2994932,14.5
12.68,12.93952851,-3.537019279,136.3438095,14.5
12.69,12.90416841,-3.536010808,136.3880048,14.5
12.7,12.86881835,-3.535005377,136.4320792,14.5
12.71,12.83347832,-3.534002981,136.4760327,14.5
12.72,12.79814829,-3.533003618,136.5198654,14.5
12.73,12.76282821,-3.532007285,136.5635772,14.5
12.74,12.72751807,-3.531013978,136.6071683,14.5
12.75,12.69221784,-3.530023695,136.6506386,14.5
12.76,12.65692747,-3.529036432,136.6939882,14.5
12.77,12.62164695,-3.528052186,136.7372171,14.5
12.78,12.58637624,-3.527070953,136.7803254,14.5
12.79,12.55111531,-3.526092731,136.823313,14.5
12.8,12.51586414,-3.525117517,136.8661801,14.5
12.81,12.48062269,-3.524145308,136.9089266,14.5
12.82,12.44539092,-3.523176099,136.9515526,14.5
12.83,12.41016883,-3.522209889,136.9940581,14.5
12.84,12.37495636,-3.521246675,137.0364431,14.5
12.85,12.33975349,-3.520286452,137.0787078,14.5
12.86,12.3045602,-3.519329219,137.120852,14.5
12.87,12.26937645,-3.518374971,137.1628759,14.5
12.88,12.23420221,-3.517423707,137.2047795,14.5
12.89,12.19903746,-3.516475423,137.2465628,14.5
12.9,12.16388216,-3.515530116,137.2882259,14.5
12.91,12.12873628,-3.514587783,137.3297687,14.5
12.92,12.0935998,-3.51364842,137.3711913,14.5
12.93,12.05847268,-3.512712026,137.4124938,14.5
12.94,12.02335489,-3.511778597,137.4536762,14.5
12.95,11.98824641,-3.510848131,137.4947384,14.5
12.96,11.9531472,-3.509920623,137.5356806,14.5
12.97,11.91805724,-3.508996072,137.5765028,14.5
12.98,11.8829765,-3.508074474,137.6172049,14.5
12.99,11.84790494,-3.507155826,137.6577871,14.5
13,11.81284254,-3.506240126,137.6982494,14.5
13.01,11.77778927,-3.50532737,137.7385917,14.5
13.02,11.74274509,-3.504417557,137.7788142,14.5
13.03,11.70770998,-3.503510682,137.8189169,14.5
13.04,11.67268392,-3.502606743,137.8588997,14.5
13.05,11.63766686,-3.501705737,137.8987627,14.5
13.06,11.60265878,-3.500807662,137.938506,14.5
13.07,11.56765966,-3.499912514,137.9781296,14.5
13.08,11.53266945,-3.499020291,138.0176335,14.5
13.09,11.49768814,-3.49813099,138.0570177,14.5
13.1,11.4627157,-3.497244607,138.0962823,14.5
13.11,11.42775209,-3.496361141,138.1354274,14.5
13.12,11.39279728,-3.495480589,138.1744528,14.5
13.13,11.35785125,-3.494602947,138.2133587,14.5
13.14,11.32291397,-3.493728213,138.2521451,14.5
13.15,11.2879854,-3.492856384,138.290812,14.5
13.16,11.25306553,-3.491987458,138.3293595,14.5
13.17,11.21815432,-3.491121432,138.3677875,14.5
13.18,11.18325173,-3.490258302,138.4060962,14.5
13.19,11.14835775,-3.489398067,138.4442855,14.5
13.2,11.11347234,-3.488540724,138.4823554,14.5
13.21,11.07859548,-3.487686269,138.5203061,14.5
13.22,11.04372713,-3.486834701,138.5581375,14.5
13.23,11.00886727,-3.485986016,138.5958497,14.5
13.24,10.97401587,-3.485140212,138.6334426,14.5
13.25,10.9391729,-3.484297287,138.6709164,14.5
13.26,10.90433833,-3.483457237,138.708271,14.5
13.27,10.86951213,-3.48262006,138.7455065,14.5
13.28,10.83469427,-3.481785753,138.7826228,14.5
13.29,10.79988473,-3.480954314,138.8196202,14.5
13.3,10.76508347,-3.480125741,138.8564984,14.5
13.31,10.73029047,-3.47930003,138.8932577,14.5
13.32,10.6955057,-3.478477179,138.9298979,14.5
13.33,10.66072912,-3.477657185,138.9664193,14.5
13.34,10.62596072,-3.476840046,139.0028216,14.5
13.35,10.59120047,-3.47602576,139.0391051,14.5
13.36,10.55644832,-3.475214323,139.0752697,14.5
13.37,10.52170427,-3.474405734,139.1113155,14.5
13.38,10.48696827,-3.473599989,139.1472424,14.5
13.39,10.4522403,-3.472797087,139.1830506,14.5
13.4,10.41752033,-3.471997024,139.21874,14.5
13.41,10.38280833,-3.471199799,139.2543106,14.5
13.42,10.34810427,-3.470405408,139.2897626,14.5
13.43,10.31340813,-3.46961385,139.3250959,14.5
13.44,10.27871988,-3.468825121,139.3603105,14.5
13.45,10.24403949,-3.46803922,139.3954065,14.5
13.46,10.20936693,-3.467256144,139.4303838,14.5
13.47,10.17470217,-3.46647589,139.4652427,14.5
13.48,10.14004519,-3.465698456,139.4999829,14.5
13.49,10.10539595,-3.46492384,139.5346047,14.5
13.5,10.07075443,-3.464152039,139.5691079,14.5
13.51,10.0361206,-3.463383051,139.6034927,14.5
13.52,10.00149443,-3.462616874,139.637759,14.5
13.53,9.966875893,-3.461853504,139.671907,14.5
13.54,9.932264964,-3.461092941,139.7059365,14.5
13.55,9.897661612,-3.46033518,139.7398477,14.5
13.56,9.86306581,-3.459580221,139.7736405,14.5
13.57,9.828477529,-3.45882806,139.807315,14.5
13.58,9.793896742,-3.458078696,139.8408713,14.5
13.59,9.759323421,-3.457332125,139.8743092,14.5
13.6,9.724757537,-3.456588347,139.907629,14.5
13.61,9.690199064,-3.455847357,139.9408305,14.5
13.62,9.655647972,-3.455109155,139.9739139,14.5
13.63,9.621104235,-3.454373738,140.006879,14.5
13.64,9.586567824,-3.453641103,140.0397261,14.5
13.65,9.552038711,-3.452911249,140.072455,14.5
13.66,9.51751687,-3.452184172,140.1050659,14.5
13.67,9.483002271,-3.451459872,140.1375587,14.5
13.68,9.448494888,-3.450738345,140.1699335,14.5
13.69,9.413994692,-3.450019589,140.2021902,14.5
13.7,9.379501656,-3.449303602,140.234329,14.5
13.71,9.345015752,-3.448590383,140.2663498,14.5
13.72,9.310536953,-3.447879928,140.2982527,14.5
13.73,9.27606523,-3.447172235,140.3300376,14.5
13.74,9.241600557,-3.446467303,140.3617047,14.5
13.75,9.207142906,-3.445765129,140.3932539,14.5
13.76,9.172692249,-3.445065711,140.4246853,14.5
13.77,9.138248558,-3.444369047,140.4559988,14.5
13.78,9.103811807,-3.443675135,140.4871946,14.5
13.79,9.069381967,-3.442983972,140.5182726,14.5
13.8,9.034959012,-3.442295556,140.5492328,14.5
13.81,9.000542913,-3.441609886,140.5800754,14.5
13.82,8.966133643,-3.440926959,140.6108002,14.5
13.83,8.931731175,-3.440246774,140.6414073,14.5
13.84,8.897335482,-3.439569327,140.6718968,14.5
13.85,8.862946536,-3.438894617,140.7022687,14.5
13.86,8.82856431,-3.438222642,140.732523,14.5
13.87,8.794188776,-3.4375534,140.7626597,14.5
13.88,8.759819907,-3.436886889,140.7926788,14.5
13.89,8.725457676,-3.436223106,140.8225804,14.5
13.9,8.691102055,-3.43556205,140.8523644,14.5
13.91,8.656753018,-3.434903719,140.882031,14.5
13.92,8.622410537,-3.43424811,140.9115801,14.5
13.93,8.588074585,-3.433595222,140.9410118,14.5
13.94,8.553745134,-3.432945053,140.970326,14.5
13.95,8.519422158,-3.4322976,140.9995229,14.5
13.96,8.48510563,-3.431652862,141.0286023,14.5
13.97,8.450795521,-3.431010837,141.0575644,14.5
13.98,8.416491806,-3.430371522,141.0864092,14.5
13.99,8.382194457,-3.429734916,141.1151366,14.5
14,8.347903447,-3.429101017,141.1437468,14.5
14.01,8.313618748,-3.428469822,141.1722397,14.5
14.02,8.279340335,-3.427841331,141.2006153,14.5
14.03,8.24506818,-3.42721554,141.2288737,14.5
14.04,8.210802255,-3.426592449,141.2570149,14.5
14.05,8.176542535,-3.425972055,141.2850389,14.5
14.06,8.142288991,-3.425354356,141.3129457,14.5
14.07,8.108041598,-3.424739351,141.3407355,14.5
14.08,8.073800327,-3.424127037,141.368408,14.5
14.09,8.039565153,-3.423517413,141.3959635,14.5
14.1,8.005336048,-3.422910477,141.4234019,14.5
14.11,7.971112986,-3.422306226,141.4507232,14.5
14.12,7.936895939,-3.42170466,141.4779275,14.5
14.13,7.902684882,-3.421105776,141.5050148,14.5
14.14,7.868479786,-3.420509573,141.5319851,14.5
14.15,7.834280625,-3.419916048,141.5588384,14.5
14.16,7.800087373,-3.4193252,141.5855747,14.5
14.17,7.765900003,-3.418737027,141.6121942,14.5
14.18,7.731718488,-3.418151527,141.6386966,14.5
14.19,7.697542801,-3.417568699,141.6650822,14.5
14.2,7.663372916,-3.41698854,141.6913509,14.5
14.21,7.629208805,-3.41641105,141.7175028,14.5
14.22,7.595050443,-3.415836225,141.7435378,14.5
14.23,7.560897802,-3.415264065,141.769456,14.5
14.24,7.526750856,-3.414694568,141.7952574,14.5
14.25,7.492609579,-3.414127731,141.820942,14.5
14.26,7.458473944,-3.413563554,141.8465099,14.5
14.27,7.424343923,-3.413002035,141.871961,14.5
14.28,7.390219492,-3.412443171,141.8972954,14.5
14.29,7.356100622,-3.411886961,141.9225131,14.5
14.3,7.321987288,-3.411333404,141.9476141,14.5
14.31,7.287879463,-3.410782497,141.9725984,14.5
14.32,7.253777121,-3.410234239,141.9974661,14.5
14.33,7.219680234,-3.409688629,142.0222172,14.5
14.34,7.185588778,-3.409145665,142.0468517,14.5
14.35,7.151502724,-3.408605345,142.0713695,14.5
14.36,7.117422047,-3.408067667,142.0957708,14.5
14.37,7.083346721,-3.40753263,142.1200556,14.5
14.38,7.049276719,-3.407000232,142.1442238,14.5
14.39,7.015212014,-3.406470472,142.1682755,14.5
14.4,6.981152581,-3.405943348,142.1922107,14.5
14.41,6.947098392,-3.405418858,142.2160294,14.5
14.42,6.913049422,-3.404897001,142.2397316,14.5
14.43,6.879005644,-3.404377776,142.2633174,14.5
14.44,6.844967032,-3.40386118,142.2867868,14.5
14.45,6.81093356,-3.403347212,142.3101398,14.5
14.46,6.776905202,-3.40283587,142.3333764,14.5
14.47,6.74288193,-3.402327154,142.3564966,14.5
14.48,6.708863719,-3.401821061,142.3795004,14.5
14.49,6.674850544,-3.40131759,142.4023879,14.5
14.5,6.640842376,-3.40081674,142.4251591,14.5
14.51,6.606839191,-3.400318508,142.4478139,14.5
14.52,6.572840962,-3.399822894,142.4703525,14.5
14.53,6.538847663,-3.399329895,142.4927748,14.5
14.54,6.504859268,-3.398839511,142.5150809,14.5
14.55,6.470875751,-3.39835174,142.5372707,14.5
14.56,6.436897085,-3.397866581,142.5593443,14.5
14.57,6.402923245,-3.397384031,142.5813017,14.5
14.58,6.368954204,-3.39690409,142.6031429,14.5
14.59,6.334989936,-3.396426756,142.6248679,14.5
14.6,6.301030416,-3.395952028,142.6464768,14.5
14.61,6.267075617,-3.395479904,142.6679695,14.5
14.62,6.233125513,-3.395010382,142.6893461,14.5
14.63,6.199180078,-3.394543462,142.7106066,14.5
14.64,6.165239287,-3.394079142,142.731751,14.5
14.65,6.131303113,-3.393617421,142.7527793,14.5
14.66,6.09737153,-3.393158297,142.7736916,14.5
14.67,6.063444512,-3.392701768,142.7944878,14.5
14.68,6.029522034,-3.392247834,142.815168,14.5
14.69,5.995604069,-3.391796493,142.8357322,14.5
14.7,5.961690591,-3.391347744,142.8561803,14.5
14.71,5.927781576,-3.390901585,142.8765125,14.5
14.72,5.893876995,-3.390458015,142.8967288,14.5
14.73,5.859976825,-3.390017033,142.916829,14.5
14.74,5.826081039,-3.389578637,142.9368134,14.5
14.75,5.79218961,-3.389142826,142.9566818,14.5
14.76,5.758302514,-3.388709599,142.9764343,14.5
14.77,5.724419725,-3.388278954,142.9960709,14.5
14.78,5.690541216,-3.387850891,143.0155916,14.5
14.79,5.656666962,-3.387425407,143.0349965,14.5
14.8,5.622796937,-3.387002501,143.0542855,14.5
14.81,5.588931115,-3.386582173,143.0734587,14.5
14.82,5.555069471,-3.386164422,143.0925161,14.5
14.83,5.521211979,-3.385749244,143.1114576,14.5
14.84,5.487358612,-3.385336641,143.1302834,14.5
14.85,5.453509346,-3.384926609,143.1489934,14.5
14.86,5.419664155,-3.384519149,143.1675876,14.5
14.87,5.385823012,-3.384114258,143.1860661,14.5
14.88,5.351985893,-3.383711936,143.2044288,14.5
14.89,5.318152771,-3.383312182,143.2226758,14.5
14.9,5.284323621,-3.382914994,143.2408071,14.5
14.91,5.250498417,-3.38252037,143.2588227,14.5
14.92,5.216677134,-3.382128311,143.2767227,14.5
14.93,5.182859746,-3.381738814,143.2945069,14.5
14.94,5.149046227,-3.381351879,143.3121755,14.5
14.95,5.115236552,-3.380967504,143.3297285,14.5
14.96,5.081430695,-3.380585688,143.3471658,14.5
14.97,5.047628631,-3.38020643,143.3644875,14.5
14.98,5.013830334,-3.379829729,143.3816936,14.5
14.99,4.980035778,-3.379455584,143.3987841,14.5
15,4.946244938,-3.379083994,143.4157591,14.5
15.01,4.912457788,-3.378714957,143.4326185,14.5
15.02,4.878674304,-3.378348472,143.4493623,14.5
15.03,4.844894458,-3.377984539,143.4659906,14.5
15.04,4.811118227,-3.377623156,143.4825033,14.5
15.05,4.777345583,-3.377264322,143.4989005,14.5
15.06,4.743576503,-3.376908036,143.5151823,14.5
15.07,4.70981096,-3.376554298,143.5313485,14.5
15.08,4.676048929,-3.376203105,143.5473993,14.5
15.09,4.642290384,-3.375854457,143.5633346,14.5
15.1,4.608535301,-3.375508353,143.5791544,14.5
15.11,4.574783653,-3.375164792,143.5948588,14.5
15.12,4.541035415,-3.374823773,143.6104478,14.5
15.13,4.507290562,-3.374485294,143.6259214,14.5
15.14,4.473549069,-3.374149355,143.6412795,14.5
15.15,4.439810909,-3.373815956,143.6565222,14.5
15.16,4.406076058,-3.373485093,143.6716496,14.5
15.17,4.372344491,-3.373156768,143.6866616,14.5
15.18,4.338616181,-3.372830978,143.7015582,14.5
15.19,4.304891104,-3.372507723,143.7163395,14.5
15.2,4.271169233,-3.372187003,143.7310054,14.5
15.21,4.237450545,-3.371868815,143.745556,14.5
15.22,4.203735014,-3.371553159,143.7599913,14.5
15.23,4.170022613,-3.371240034,143.7743112,14.5
15.24,4.136313319,-3.370929439,143.7885159,14.5
15.25,4.102607105,-3.370621373,143.8026053,14.5
15.26,4.068903947,-3.370315835,143.8165794,14.5
15.27,4.035203819,-3.370012825,143.8304382,14.5
15.28,4.001506695,-3.369712341,143.8441818,14.5
15.29,3.967812551,-3.369414383,143.8578102,14.5
15.3,3.934121362,-3.369118949,143.8713233,14.5
15.31,3.900433102,-3.368826039,143.8847211,14.5
15.32,3.866747745,-3.368535652,143.8980038,14.5
15.33,3.833065267,-3.368247787,143.9111713,14.5
15.34,3.799385643,-3.367962443,143.9242235,14.5
15.35,3.765708847,-3.36767962,143.9371606,14.5
15.36,3.732034853,-3.367399316,143.9499825,14.5
15.37,3.698363638,-3.36712153,143.9626892,14.5
15.38,3.664695175,-3.366846263,143.9752808,14.5
15.39,3.63102944,-3.366573512,143.9877572,14.5
15.4,3.597366408,-3.366303277,144.0001185,14.5
15.41,3.563706052,-3.366035558,144.0123647,14.5
15.42,3.530048348,-3.365770354,144.0244957,14.5
15.43,3.496393272,-3.365507663,144.0365116,14.5
15.44,3.462740797,-3.365247485,144.0484124,14.5
15.45,3.429090899,-3.364989819,144.0601982,14.5
15.46,3.395443552,-3.364734665,144.0718688,14.5
15.47,3.361798732,-3.364482021,144.0834244,14.5
15.48,3.328156413,-3.364231888,144.0948649,14.5
15.49,3.29451657,-3.363984263,144.1061903,14.5
15.5,3.260879179,-3.363739147,144.1174007,14.5
15.51,3.227244214,-3.363496539,144.128496,14.5
15.52,3.193611649,-3.363256438,144.1394763,14.5
15.53,3.159981461,-3.363018843,144.1503416,14.5
15.54,3.126353623,-3.362783754,144.1610919,14.5
15.55,3.092728112,-3.362551169,144.1717271,14.5
15.56,3.059104901,-3.362321089,144.1822474,14.5
15.57,3.025483966,-3.362093512,144.1926527,14.5
15.58,2.991865281,-3.361868438,144.2029429,14.5
15.59,2.958248822,-3.361645866,144.2131182,14.5
15.6,2.924634565,-3.361425796,144.2231786,14.5
15.61,2.891022482,-3.361208226,144.2331239,14.5
15.62,2.857412551,-3.360993157,144.2429543,14.5
15.63,2.823804745,-3.360780587,144.2526698,14.5
15.64,2.79019904,-3.360570516,144.2622703,14.5
15.65,2.75659541,-3.360362944,144.2717559,14.5
15.66,2.722993832,-3.360157869,144.2811265,14.5
15.67,2.689394279,-3.359955291,144.2903822,14.5
15.68,2.655796727,-3.359755209,144.2995231,14.5
15.69,2.62220115,-3.359557624,144.308549,14.5
15.7,2.588607525,-3.359362533,144.31746,14.5
15.71,2.555015826,-3.359169938,144.3262561,14.5
15.72,2.521426027,-3.358979836,144.3349373,14.5
15.73,2.487838105,-3.358792229,144.3435037,14.5
15.74,2.454252034,-3.358607114,144.3519551,14.5
15.75,2.420667789,-3.358424491,144.3602917,14.5
15.76,2.387085345,-3.358244361,144.3685135,14.5
15.77,2.353504678,-3.358066721,144.3766204,14.5
15.78,2.319925762,-3.357891573,144.3846124,14.5
15.79,2.286348573,-3.357718915,144.3924896,14.5
15.8,2.252773086,-3.357548747,144.4002519,14.5
15.81,2.219199275,-3.357381068,144.4078995,14.5
15.82,2.185627116,-3.357215878,144.4154322,14.5
15.83,2.152056584,-3.357053176,144.42285,14.5
15.84,2.118487655,-3.356892962,144.4301531,14.5
15.85,2.084920303,-3.356735235,144.4373414,14.5
